preprocessed_text,label
여름철 물놀이 안전 사고 예방 위해 구명조끼 착용 충분하다 준비운동 야간 음주 후 입수 금지 어린이 보호자 동반 안전 칙 준수 하다 시오 양평,30
폭염 경보 지속 발효 중 야외 활동 작업 논밭 사장 자제 하다 외출 시 양산 이용 충분하다 수분 섭취 건강 관리 유의 하다 바라다 오산시,4
여름철 물놀이 안전 사고 예방 위해 준비운동 구명조끼 착용 음주 수영 금지 안전 요원 배치 되다 장소 물놀이 어린이 보호자 동행 물놀이 안전 칙 준수 바라다 고흥군,30
폭염 지속 되다 낮 야외 작업 논 밭 건설 현장 자제 하다 주시 수분 섭취 쉬다 터 그늘 휴식 건강 관리 유의 하다 바라다 연천군,31
폭염 특보 지속 중 이다 충분하다 수분 섭취 휴식 낮 야외 활동 자제 외출 시 양산 이용 무덥다 여름 건강 관리 유의 바라다 서천군,4
폭염 경보 지속 발효 중 질환 예방 위해 갈증 느끼다 않다 규칙 물 자주 말다 한낮 야외 작업 외출 자제 하다 시기 바라다 목포시,18
물놀이 안전 사고 예방 위해 위험 지역 접근 금지 구명조끼 착용 충분하다 준비운동 야간 음주 후 금지 어린이 보호자 동행 안전 칙 준수 바라다 영도구,30
폭염 지속 따르다 낮 비닐하우스 야외 작업 활동 중지 충분하다 휴식 물 섭취 활동 시 양산 쓰기 질환 예방 협조 해주다 바라다 보령시,9
물놀이 안전 칙 충분하다 준비운동 구명조끼 착용 후 입수 어린이 보호자 하다 소나기 시 하천 변 출입 금지 음주 야간 수영 절대 금지 바라다 옥천군,30
폭염 경보 발효 중 야외 활동 자제 야외 작업 논 밭 건설 현장 자제 폭염 방물 그늘 휴식 준수 하다 안전 관리 유의 하다 바라다 동두천시,31
물놀이 사고 예방 위 하다 물놀이 시 구명조끼 착용 충분하다 준비운동 어린이 보호자 동행 음주 후 수영 금지 안전 칙 준수 바라다 함평군,30
물놀이 사고 예방 위해 하천 계곡 물놀이 시 구명조끼 착용 우천 시 입수 금지 야간 음주 후 수영 금지 안전 칙 준수 바라다 장성군,33
폭염 계속 야외 활동 농 작업 자제 시원하다 음료 충분하다 마시기 그늘 휴식 이웃 어르신 안부 묻다 폭염 유의 하다 바라다 양구군,4
폭염 경보 발효 중 논밭 건설 현장 야외 작업 활동 자제 폭염 안전 칙물 그늘 휴식 준수 물놀이 시 구명조끼 착용 음주 수영 금지 서산시,31
폭염 경보 발효 중 낮 시간대 야외 활동 자제 충분하다 수분 섭취 건강 관리 유의 하다 바라다 물놀이 시 안전 사고 예방 칙 준수 하다 바라다 완주군,4
오늘 김제시 폭염 경보 발효 야외 활동 자제 하다 충분하다 물 말다 그늘 휴식 취하 건강 관리 유의 하다 김제시,13
폭염 경보 지속 발효 장시간 야외 활동 작업 자제 그늘 지고 시원하다 곳 정기 휴식 충분하다 수분 섭취 질환 예방 하다 세종 시청,4
폭염 경보 발효 중 햇볕 강하다 낮 시간대 야외 활동 자제 충분하다 수분 섭취 그늘 휴식 취하 질환 발생 하다 않다 건강 유의 하다 평택시,13
물놀이 안전 사고 예방 위해 위험 지역 접근 금지 구명조끼 착용 충분하다 준비운동 야간 음주 후 금지 어린이 보호자 동행 안전 칙 준수 바라다 당진시,30
오늘 시경 국군 날 행사 관련 비행 훈련 비행 음 발생 되다 수 음 알다 드리다 서울특별시 청,2
폭염 경보 발효 중 한낮 야외 작업 자제 논 밭 건설 현장 물놀이 안전 칙 준수 폭염 안전 칙물 그늘 휴식 준수 질환 유의 바라다 예산군,31
폭염 경보 지속 낮 야외 작업 논 밭 건설 현장 자제 하다 주시 수분 섭취 그늘 휴식 건강 관리 유의 하다 바라다 군위군,31
오늘 정읍시 폭염 경보 발효 중 낮 시간대 야외 활동 자제 충분하다 수분 섭취 그늘 휴식 취하 질환 발생 하다 않다 건강 유의 하다 정읍시,13
폭염 경보 발효 중 햇볕 강하다 낮 시간대 야외 활동 자제 충분하다 수분 섭취 그늘 휴식 취하 질환 발생 하다 않다 건강 유의 하다 부천 시청,13
휴가 철 사고 예방 위해 안전 칙 준수 해주다 충분하다 준비운동 구명조끼 착용 안전 구역 물놀이 음주 후 금지 어린이 보호자 동행 광주 광역시 남구,30
폭염 경보 발효 낮 시간대 야외 활동 자제 작업 중단 하다 주시 충분하다 물 섭취 그늘 휴식 취하 건강 관리 유의 바라다 청송군,13
물놀이 사고 발생 물놀이 전 준비운동 구명조끼 착용 음주 후 물놀이 금지 안전 칙 준수 바라다 목포시,33
물놀이 사고 예방 위해 충분하다 준비운동 구명조끼 착용 야간 음주 후 금지 어린이 보호자 하다 안전 칙 준수 바라다 천안시,30
물놀이 안전 사고 예방 충분하다 준비운동 음주 후 수영 금지 구명조끼 착용 어린이 보호자 하다 수상 안전 사고 유의 바라다 완도군,30
여름철 물놀이 위 안전 칙 준수 바라다 구명조끼 착용 충분하다 준비운동 물놀이 금지 우천 시 음주 후 야간 어린이 보호자 동반 울진군,30
폭염 지속 야외 활동 자제 물 마시기 휴식시간 갖다 폭염 안전 칙 준수 코로나 예방 위해 기침 예절 지키다 기와 손씻기 생활화 하다 시기 바라다 홍성군,18
야외 활동 야외 작업 논밭 작업 자제 안전 칙물 그늘 휴식 준수 냉방 물품 양산 선풍기 사용 폭염 대비 건강 관리 유의 하다 의정부시,9
물놀이 안전 사고 예방 위해 충분하다 준비운동 구명조끼 착용 위험 구역 접근 금지 어린이 보호자 동반 야간 음주 후 입수 금지 안전 칙 준수 바라다 서구,30
폭염 경보 지속 발효 논밭 건설 현장 야외 작업 활동 자제 폭염 안전 칙물 그늘 휴식 준수 물놀이 시 구명조끼 착용 어린이 보호자 동행 태안군,31
물놀이 안전 칙 준수 구명조끼 착용 충분하다 준비운동 물놀이 금지 우천 시 음주 후 야간 어린이 보호자 동반 가평군,30
금일 양주시 전역 폭염 경보 발효 이다 안전 칙물 그늘 휴식시간 준수 하다 외출 자제 어지럼증 시 진료 받다 바라다 양주시,2
물놀이 안전 사고 예방 위해 위험 구역 접근 금지 충분하다 준비운동 구명조끼 착용 야간 음주 후 금지 어린이 보호자 동행 안전 칙 준수 바라다 전서구,30
폭염 경보 발효 중 야외 활동 자제 하다 그늘 휴식 하다 충분하다 물 마시기 외출 시 양산 모자 챙기다 개인 건강 관리 유의 하다 바라다 창원시,2
폭염 주의보 발효 중 논밭 건설 현장 야외 활동 자제 이웃 안부 확인 무더위 쉬다 터 이용 폭염 안전 칙물 그늘 휴식 준수 물놀이 안전 사고 유의 바라다 남해,31
폭염 지속 되다 낮 야외 작업 논 밭 건설 현장 자제 하다 주시 수분 섭취 쉬다 터 그늘 휴식 건강 관리 유의 하다 바라다 삼척시,31
물놀이 안전 사고 예방 위해 충분하다 준비운동 구명조끼 착용 음주 후 수영 금지 어린이 보호자 하다 안전 칙 준수 하다 시기 바라다 서산시,30
물놀이 시 수심 깊다 급류 지역 접근 자제 하다 주시 구명조끼 착용 어린이 보호자 동반 야간 음주 수영 금지 안전 칙 준수 바라다 제천시,30
폭염 경보 지속 낮 야외 작업 논 밭 건설 현장 자제 하다 주시 수분 섭취 그늘 휴식 건강 관리 유의 하다 바라다 청양군,31
물놀이 안전 사고 예방 위해 충분하다 준비운동 구명조끼 착용 위험 구역 접근 금지 야간 음주 수영 금지 안전 칙 준수 바라다 수영구,33
폭염 주의보 지속 중 충분하다 물 섭취 야외 활동 자제 그늘 이용 건강 관리 유의 물놀이 안전 사고 예방 위 안전 칙 준수 하다 바라다 북구,4
여름철 물놀이 안전 사고 예방 위해 구명조끼 착용 충분하다 준비운동 음주 후 수영 금지 어린이 보호자 동반 안전 칙 준수 하다 바라다 군산시,30
양평군 전역 폭염 경보 발효 농경지 건설 현장 야외 작업 자제 충분하다 휴식 수분 섭취 주변 노 약자 안부 전화 안전 칙 준수 바라다 양평군,31
폭염 행동 요령 물놀이 안전 칙 준수 하다 시기 바라다 무더위 쉬다 터 이용수 섭취 구명조끼 착용 야간 음주 후 수영 금지 충분하다 준비운동 해운대구,33
휴가 철 물놀이 활동 시 안전 수칙 안내 입수 전 준비운동 하다 구명조끼 착용 어린이 보호자 동반 하다 음주 야간 수영 금지 바라다 거제시,30
연일 폭염 지속 되다 낮 야외 작업 논 밭 건설 현장 자제 하다 주시 수분 섭취 그늘 휴식 건강 관리 유의 하다 바라다 화성시,31
폭염 보가 지속 되다 논밭 건설 현장 야외 작업 활동 자제 하다 충분하다 물 섭취 그늘 휴식 건강 관리 유의 하다 시기 바라다 해남군,31
물놀이 사고 예방 위해 하천 계곡 물놀이 시 구명조끼 착용 어린이 보호자 하다 음주 후 수영 금지 안전 칙 지키다 바라다 장흥군,30
물놀이 안전 사고 예방 위 안전 칙 준수 구명조끼 착용 충분하다 준비운동 어린이 보호자 동반 야간 음주 후 수영 금지 위험 지역 다슬기 채취 금지 부여군,30
계속 되다 폭염 질환 위험 매우 높다 시시 논밭 작업 야외 활동 자제 하다 건강 관리 유의 하다 바라다 담양군,4
물놀이 안전 칙 준수 하다 안전 사고 유의 바라다 충분하다 준비운동 구명조끼 착용 깊다 곳 가지 않다 어린이 보호자 동반 야간 음주 수영 금지 인천 중구,30
물놀이 사고 예방 위해 하천 계곡 물놀이 시 구명조끼 착용 어린이 보호자 하다 음주 후 수영 금지 안전 칙 지키다 바라다 군위군,30
도내 연일 무덥다 날씨 지속 충분하다 물 섭취 증상 발생 시 시원하다 장소 이용 외출 시 모자 양산 물병 챙기다 건강 유의 하다 바라다 충청북도,2
물놀이 안전 사고 예방 위 하다 하천 해수욕장 물놀이 시 구명조끼 착용 어린이 보호자 동반 음주 수영 금지 하다 시기 바라다 강원 특별자치도,30
폭염 경보 발효 고온 무더위 지속 야외 활동 자제 외출 시 양산 이용 충분하다 휴식 수분 섭취 폭염 대응 국민 행동 요령 준수 하다 질환 예방 구리 시청,4
여름철 수상 안전 칙 준수 충분하다 준비운동 구명조끼 착용 음주 수영 다이빙 금지 야간 수상 활동 금지 어린이 보호자 하다 안전 사고 주의 바라다 안동시,30
여름철 수상 안전 사고 발생 매우 높다 시기 이다 물놀이 낚시 다슬기 채취 시 구명조끼 필히 착용 음주 후 입수 금지 안전 칙 꼭 준수 바라다 영주시,33
휴가 철 물놀이 레저 활동 안전 주의 낚시 물놀이 시 구명조끼 착용 음주 야간 입수 금지 안전 칙 준수 바라다 사천시,33
관내 폭염 경보 발효 이다 후시 시공사 농업 현장 비닐하우스 작업 최대한 자제 폭염 안전 칙물 그늘 휴식 따르다 철저하다 건강 관리 바라다 밀양시,9
물놀이 사고 예방 위해 물놀이 위험 구역 접근 금지 충분하다 준비운동 구명조끼 착용 음주 수영 야간 입수 금지 어린이 보호자 동행 안전 칙 준수 바라다 공주시,30
코로나 예방 칙 증상 발생 시 마스크 착용 초 손씻기 기침 예절 지키다 실내 자주 환기 눈코입 지지 않다 영암군 보건소,2
수원시 배회 우윤하 남다 찾다 흰색 티셔츠 남색 바지 검정 신발 경기 남부 경찰청,34
물놀이 안전 사고 예방 위해 충분하다 준비운동 구명조끼 착용 위험 구역 접근 금지 어린이 보호자 동반 안전 칙 준수 바라다 금정구,30
보성군 폭염 경보 발효 중 외출 야외 작업 논 밭 건설 현장 자제 폭염 안전 칙물 그늘 휴식 준수 건강 관리 유의 바라다 보성군,31
안전하다 물놀이 위 하다 충분하다 준비운동 구명조끼 착용 음주 후 수영 금지 어린이 보호자 하다 물놀이 안전 칙 준수 바라다 울산 광역시,30
물놀이 안전 사고 예방 위해 충분하다 준비운동 구명조끼 착용 음주 후 수영 금지 어린이 보호자 동반 안전 칙 지키다 바라다 부안군,30
여름철 물놀이 사고 예방 위해 구명조끼 착용 음주 후 수영 금지 어린이 보호자 동반 준비운동 안전 칙 준수 하다 시기 바라다 창원시,30
폭염 경보 발효 중 충분하다 휴식 야외 활동 자제 논밭 작업 건설 현장 음주 수영 금지 구명조끼 착용 규칙 수분 섭취 안전 관리 유의 하다 순천시,31
강화군 폭염 경보 발효 중 홀로 야외 작업 자제 부모님 안부 묻다 충분하다 수분 섭취 휴식 물놀이 시 준비 운동 철저 구명조끼 착용 강화군,33
곡성군 폭염 경보 발효 야외 활동 자제 수분 섭취 휴식 건강 관리 유의 하다 바라다 질환 발생 시 신고 하다 시기 바라다 곡성군,4
물놀이 시 자녀 형제 끼리 남다 자리 비우다 않다 몸 맞다 구명조끼 입히다 물놀이 전 준비운동 하다 물놀이 분후 휴식 가다 야하다 정읍시,33
현재 구례군 폭염 경보 발효 중 낮 시간대 야외 활동 논밭 하우스 외출 자제 폭염 안전 칙물 그늘 휴식 준수 건강 관리 유의 바라다 구례군,9
의왕시 폭염 경보 발효 중 외출 야외 작업 논 밭 건설 현장 자제 폭염 안전 칙물 그늘 휴식 준수 안전 관리 유의 바라다 의왕시,31
폭염 보가 지속 되다 논밭 건설 현장 야외 작업 활동 자제 하다 충분하다 물 섭취 그늘 휴식 건강 관리 유의 하다 시기 바라다 안산 시청,31
하천 계곡 해수욕장 물놀이 사고 예방 위해 구명조끼 착용 충분하다 준비운동 야간 음주 후 금지 어린이 보호자 동반 물놀이 안전 칙 준수 바라다 보령시,30
금산군 폭염 주의보 발효 충분하다 수분 섭취 야외 활동 한낮 논밭 활동 자제 그늘 휴식 취하 건강 관리 유의 바라다 금산군,13
영양군 폭염 주의보 발효 논밭 건설 현장 야외 작업 자제 폭염 안전 칙물 그늘 휴식 준수 건강 관리 유의 하다 바라다 영양군,31
물놀이 안전 사고 예방 위해 위험 지역 접근 금지 구명조끼 착용 충분하다 준비운동 야간 음주 후 금지 어린이 보호자 동행 안전 칙 준수 바라다 금산군,30
여름철 물놀이 안전 사고 발생 안전 구역 내 충분하다 준비운동 구명조끼 착용 음주 수영 야간 입수 금지 어린이 보호자 동행 영양군,30
하천 계곡 물놀이 다슬기 채취 충분 준비운동 구명조끼 착용 음주 수영 다이빙 금지 간수 활동 금지 어린이 보호자 동행 안전 유의 바라다 청송군,30
폭염 지속 되어다 질환 위험 매우 높다 야외 활동 야외 작업 논밭 건설 현장 자제 하다 그늘 휴식 수분 섭취 건강 관리 유의 바라다 아산시,31
산청군 폭염 경보 지속 발효 홀로 야외 작업 자제 부모님 안부 묻다 그늘 휴식 충분하다 수분 섭취 폭염 안전 칙 준수 하다 건강 관리 유의 하다 산청군,4
연일 폭염 지속 되다 낮 야외 작업 논 밭 건설 현장 자제 하다 주시 수분 섭취 그늘 휴식 건강 관리 유의 하다 바라다 영천시,31
괴산군 폭염 경보 지속 발효 중 부모님 안부 전화 드리다 낮 논밭 야외 활동 자제 폭염 안전 칙물 그늘 휴식 준수 건강 관리 유의 하다 괴산군,9
물놀이 안전 사고 예방 안전 칙 구명조끼 착용 충분하다 준비운동 음주 후 수영 금지 어린이 보호자 동행 산간 지역 물놀이 뱀 벌 독충 주의 강진군,30
여름철 물놀이 증가 따르다 관련 안전 사고 발생 구명조끼 착용 음주 후 금지 어린이 보호자 동행 물놀이 안전 칙 준수 바라다 남양주시,30
폭염 주의보 발효 금일 최고 기온 도 체감온도 도 내외 낮 야외 활동 자제 그늘 휴식 충분하다 물 섭취 건강 관리 유의 하다 바라다 봉화군,4
현재 폭염 경보 발효 갈증 느끼다 않다 규칙 물 자주 말다 햇볕 강하다 시간대 시시 야외 작업 외출 자제 바라다 익산시,2
폭염 경보 지속 발효 중 낮 농 작업 금지 홀로 작업 금지 충분하다 물 마시기 그늘 휴식 양산 착용 건강 관리 유의 하다 부안군,4
폭염 경보 발효 중 논밭 야외 작업 자제 충분하다 물 섭취 그늘 휴식 건강 관리 유의 하다 바라다 칠곡군,4
장기간 폭염 경보 발효 질환 지속 발생 야외 활동 논밭 사장 자제 부모님 안부 확인 물 자주 마시기 건강 관리 유의 바라다 천안시,4
현재 폭염 경보 발효 질환 예방 위해 한낮 시간대 야외 활동 자제 충분하다 수분 섭취 그늘 휴식 폭염 안전 칙 준수 하다 시기 바라다 영광군,4
물놀이 안전 칙 충분하다 준비운동 구명조끼 착용 후 입수 어린이 보호자 하다 소나기 시 하천 변 출입 금지 음주 야간 수영 절대 금지 바라다 옥천군,30
휴가 철 물놀이 안전 칙 준수 충분하다 준비운동 구명조끼 착용 음주 후 금지 어린이 보호자 물놀이 낚시 수상 안전 사고 유의 바라다 해남군,30
폭염 지속 무덥다 외출 야외 작업 자제 외출 시 모자 양산 사용 폭염 안전 칙물 그늘 휴식 준수 물놀이 시 음주 수영 다이빙 금지 구명조끼 착용 양산시,33
물놀이 전 충분하다 준비운동 야간 음주 수영 금지 안전 요원 사람 많다 곳 구명조끼 안전 장비 착용 하다 안전하다 물놀이 하다 합천군,33
울산 지역 폭염 질환 지속 발생 외출 야외 작업 논밭 사장 물류 단순 노무 자제 폭염 예방 칙물 그늘 휴식 준수 안전 유의 바라다 울산 광역시,9
폭염 경보 발효 중 전국 질환 증가 폭염 칙물 그늘 휴식 준수 무덥다 간시 야외 작업 자제 바라다 여주시,9
여름철 물놀이 위 안전 칙 준수 바라다 구명조끼 착용 충분하다 준비운동 물놀이 금지 우천 시 음주 후 야간 어린이 보호자 동반 곡성군,30
폭염 경보 발효 이다 무덥다 실외 작업 영농 작업 자제 충분하다 물 섭취 그늘 휴식 건강 관리 유의 바라다 횡성군,4
폭염 경보 발효 중 논밭 야외 작업 자제 충분하다 물 섭취 그늘 휴식 건강 관리 유의 하다 바라다 예천군,4
화순 폭염 경보 발효 이다 낮 야외 활동 자제 하다 외출 시 양산 모자 사용 충분하다 수분 섭취 휴식 건강 관리 유의 바라다 화순군,4
여름철 수중 사고 주의 다슬기 채취 금지 물놀이 전 준비운동 야간 음주 후 입수 금지 안전 칙 준수 바라다 진주시,33
폭염 경보 발효 중 한낮 야외 작업 자제 야외 작업 시 꼭 명 실시 주변 노 약자 안부 전화 세심 관찰 당부 하다 신안군,4
여름 휴가 철 물놀이 안전 칙 준수 충분하다 준비운동 구명조끼 착용 어린이 보호자 동행 음주 후 수영 금지 수상 안전 사고 유의 여수시,30
폭염 특보 발효 최고 체감온도 폭염 안전 칙물 그늘 휴식 준수 물놀이 시 구명조끼 착용 음주 수영 금지 안전 유의 바라다 경상남도,33
폭염 경보 발효 물 자주 마시기 그늘 휴식 낮 시간대 야외 작업 절대 자제 외출 시 모자 양산 착용 건강 관리 유의 바라다 나주시,2
휴가 철 물놀이 안전 칙 준수 바라다 준비운동 구명조끼 착용 안전 구역 물놀이 어린이 보호자 동반 음주 후 수영 금지 화순군,30
물놀이 안전 수칙 준수 음주 후 물놀이 금지 하다 주시 하천 유실 구간 다슬기 채취 낚시 유의 하다 바라다 김제시,33
폭염 경보 지속 중 논밭 현장 근로자 야외 활동 자제 충분하다 수분 섭취 부모님 안부 전화 외출 시 양산 쓰기 건강 관리 유의 하다 바라다 진주시,31
여름철 물놀이 위 안전 칙 준수 바라다 구명조끼 착용 충분하다 준비운동 물놀이 금지 우천 시 음주 후 야간 어린이 보호자 동반 신안군,30
물놀이 방문자 알리다 입수 전 준비운동 구명조끼 착용 음주 후 입수 금지 야간 입수 금지 어린이 보호자 동반 물놀이 안전 칙 준수 바라다 밀양시,30
폭염 경보 발효 중 외출 야외 작업 자제 무더위 쉬다 터 이용 폭염 안전 수칙물 그늘 휴식 준수 안전 관리 유의 바라다 군산시,9
금일 무더위 지속 되다 야외 활동 자제 충분하다 수분 섭취 그늘 휴식 물놀이 안전 칙 준수 안전 관리 유의 하다 바라다 성주군,4
오늘 극심하다 무더위 예상 인명 피해 발생 우려 야외 작업 논밭 사장 자제 부모님 안부 확인 기적 수분 섭취 통해 건강 유의 바라다 당진시,4
평창군 폭염 지속 되다 논 밭 건설 현장 야외 작업 자제 가깝다 무더위 쉬다 터 이용 부모님 안부 전화 건강 관리 유의 하다 바라다 평창군,31
사천시 전역 폭염 주의보 발효 그늘 휴식 수분 섭취 필수 야외 논밭 작업 활동 자제 야외 활동 중 어지럼증 발생 시 응급실 내 원하다 바라다 사천시,4
남양주시 폭염 경보 발효 야외 활동 자제 하다 충분하다 물 말다 그늘 휴식 취하 건강 관리 유의 하다 남양주시,13
안전하다 즐겁다 물놀이 위 안전 칙 준수 바라다 구명조끼 착용 충분하다 준비운동 야간 음주 후 금지 어린이 보호자 동반 광양시,30
전국 물놀이 사고 발생 구명조끼 착용 음주 후 금지 어린이 보호자 동행 충분하다 준비운동 청주시,30
오늘 충남 서산 서천 폭염 경보 야외 활동 자제 하다 충분하다 물 말다 그늘 휴식 취하 건강 관리 유의 하다 행정안전부,13
폭염 경보 발효 낮 시간대 야외 활동 자제 하다 충분하다 물 마시다 건강 관리 유의 하다 바라다 물놀이 시 안전 사고 예방 칙 준수 하다 바라다 전주시,4
휴가 철 물놀이 안전 칙 준수 하다 시기 바라다 충분하다 준비 운동 구명조끼 착용 안전 구역 물놀이 음주 후 금지 어린이 보호자 동행 광주 광역시,30
최근 물놀이 인하다 사고 급증 물놀이 시 안전 관리 요원 배치 되다 장소 구명조끼 착용 하다 안전 칙 준수 하다 시기 바라다 제주도,33
폭염 경보 지속 발효 홀로 야외 작업 자제 부모님 안부 묻다 그늘 휴식 충분하다 수분 섭취 폭염 안전 칙 준수 하다 건강 관리 유의 하다 창녕군,4
영동군 폭염 경보 지속 한낮 홀로 야외 작업 자제 물놀이 다슬기 채취 낚시 수상 안전 사고 유의 노약 질환 유의 바라다 영동군,4
김해시 폭염 경보 발효 논밭 사장 야외 작업 시 충분하다 수분 섭취 휴식 취 해주다 물놀이 시 구명조끼 착용 안전 유의 바라다 김해시,33
통영시 관내 수난 사고 건 발생 안전하다 장소 물놀이 레저 활동 실시 구명조끼 착용 수상 안전 칙 준수 해주다 바라다 통영시,33
물놀이 안전 칙 준수 위험 지역 다슬기 채취 금지 물놀이 위험 구역 접근 금지 충분하다 준비운동 구명조끼 착용 야간 음주 후 금지 어린이 보호자 동행 김천시,30
여름 휴가 철 수상 안전 사고 급증 충분하다 준비운동 구명조끼 착용 어린이 보호자 동행 안전 칙 준수 하다 시기 바라다 강서구,30
강력하다 폭염 질환 지속 발생 폭염 칙물 그늘 휴식 꼭 준수 무덥다 간시 야외 작업 자제 하다 광주 광역시,9
여름철 물놀이 안전 사고 예방 위해 구명조끼 착용 충분하다 준비운동 음주 후 수영 금지 어린이 보호자 동반 안전 칙 준수 하다 바라다 영광군,30
폭염 지속 되다 가장 덥다 시간대 야외 활동 자제 하다 주시 시원하다 곳 휴식 취하 폭염 유의 하다 바라다 양구군,13
순창군 지역 폭염 경보 발령 이다 야외 활동 자제 충분하다 물 말다 그늘 휴식 취하 건강 관리 유의 하다 바라다 순창군,13
남원시 지역 폭염 경보 발효 오후 야외 활동 영농 작업 자제 하다 충분하다 물 말다 그늘 휴식 취하 건강 관리 유의 하다 남원시,13
폭염 경보 발효 중 한낮 농 작업 야외 활동 자제 현기증 메스꺼움 증상 시 야외 활동 중지 폭염 예방 칙물 그늘 휴식 준수 건강 관리 유의 바라다 부여군,9
폭염 경보 지속 중 최고 기온 질환 위험 매우 높다 야외 활동 작업 논밭 건설 현장 등자 그늘 휴식 수분 섭취 건강 관리 유의 바라다 구미시,31
안전하다 즐겁다 물놀이 위 안전 칙 준수 바라다 구명조끼 착용 충분하다 준비운동 야간 음주 후 수영 금지 어린이 보호자 동행 창녕군,30
여름철 물놀이 사고 예방 위해 안전 칙 준수 하다 시기 바라다 충분하다 준비운동 구명조끼 착용 음주 야간 수영 금지 어린이 보호자 동행 칠곡군,30
물놀이 안전 사고 예방 위해 충분하다 준비운동 구명조끼 착용 야간 음주 후 수영 금지 위험 지역 접근 금지 어린이 보호자 동반 안전 칙 준수 바라다 봉화군,30
물놀이 사고 예방 안전 칙 알림 물놀이 위험 지역 접근 금지 구명조끼 착용 필수 충분하다 준비운동 음주 후 야간 금지 어린이 보호자 동행 안전 유의 청도군,30
무주군 폭염 경보 발효 수분 섭취 한낮 시 농 작업 자제 외출 시 양산 쓰기 부모님 안부 묻다 건강 관리 유의 하다 바라다 무주군,4
휴가 철 물놀이 안전 칙 준수 하다 시기 바라다 충분하다 준비 운동 구명조끼 착용 안전 구역 물놀이 음주 후 수영 금지 어린이 보호자 동행 남해,30
무더위 심하다 한낮 농 작업 현장 근로 자제 야외 활동 자제 충분하다 물 섭취 그늘 휴식 폭염 피해 예방 하다 대구광역시,4
폭염 특보 지속 중 이다 충분하다 수분 섭취 휴식 낮 야외 활동 자제 외출 시 양산 이용 무덥다 여름 건강 관리 유의 바라다 서천군,4
물놀이 사고 예방 알림 물놀이 시 구명조끼 착용 필수 어린이 보호자 음주 수영 다이빙 금지 수상 안전 칙 준수 바라다 포항시,30
최고 체감온도 지속 중 논 밭 건설 현장 야외 활동 자제 폭염 안전 칙물 그늘 휴식 준수 건강 관리 유의 바라다 포항시,31
고양시 전역 폭염 경보 발효 무더위 대시 야외 작업 자제 폭염 안전 칙물 그늘 휴식 준수 건강 관리 유의 하다 바라다 고양 시청,9
폭염 경보 지속 발효 홀로 야외 작업 자제 부모님 안부 묻다 그늘 휴식 충분하다 수분 섭취 폭염 안전 칙 준수 하다 건강 관리 유의 하다 하동군,4
장기간 무더위 지속 되다 따르다 시시 야외 활동 자제 폭염 안전 칙 물 그늘 휴식 준수 하다 건강 관리 유의 하다 의성군,4
물놀이 안전 사고 예방 위해 위험 구역 접근 금지 충분하다 준비운동 구명조끼 착용 야간 음주 후 금지 어린이 보호자 동행 안전 칙 준수 바라다 청양군,30
폭염 경보 발효 농촌 질환 사망자 발생 야외 활동 자제 수심 깊다 산간 계곡 물놀이 금지 하다 물놀이 시 구명조끼 착용 하다 바라다 가평군,33
폭염 경보 발효 중 외출 야외 작업 자제 충분하다 물 섭취 규칙 휴식 양산 사용 무더위 쉬다 터 이용 건강 관리 유의 하다 바라다 시흥 시청,4
동래구 실종 되다 임부택 남다 찾다 병원 환자복 흰색 실내 흰색 마스크 부산 경찰청,34
폭염 경보 발효 중 낮 영농 작업 실외 활동 자제 충분하다 물 섭취 그늘 휴식 취하 건강 관리 유의 하다 바라다 군위군,13
폭염 경보 지속 중 장시간 야외 작업 자제 인 작업 금지 충분하다 물 섭취 그늘 자주 휴식 주변 이웃 챙기다 건강 관리 유의 하다 바라다 공주시,4
낮 최고 체감온도 도 폭염 지속 낮 야외 작업 자제 양산 쓰다 체감온도 도 감 물 자주 마시기 충분하다 휴식 안전 유의 바라다 기장군,4
미추홀 실종 되다 한진성 남다 찾다 파랑 흰색 섞이다 카라 티 회색 기다 바지 검정 슬리퍼 인천 경찰청,33
연일 폭염 지속 되다 낮 야외 작업 논 밭 건설 현장 자제 하다 주시 수분 섭취 그늘 휴식 건강 관리 유의 하다 바라다 광명 시청,31
물놀이 사고 예방 위해 준비운동 구명조끼 착용 음주 시 물놀이 금지 호우 시 대피 다슬기 채취 금지 안전 칙 지키다 바라다 장수군,30
폭염 주의보 발효 중 옥외 작업 논밭 작업장 야외 활동 최대한 자제 하다 주시 무더위 쉬다 터 이용 충분하다 휴식 수분 섭취 건강 유의 바라다 장수군,4
폭염 지속 중 장시간 야외 활동 작업 자제 폭염 행동 요령 준수 물 그늘 휴식 이웃 부모님 안부 확인 건강 관리 유의 바라다 경주시,4
폭염 특보 발효 중 장시간 야외 활동 작업 자제 그늘 지고 시원하다 곳 정기 휴식 충분하다 물 섭취 질환 예방 바라다 부산시,4
현재 김포시 통진읍 옹 정리 인근 화재 연기 다량 발생 인근 주민 안전 유의 하다 바라다 김포 시청,2
무안군 운남면 인근 강하다 비 침수 우려 국민 행동 요령 기상청,31
오늘 전남 무안 호우 주의보 발령 하천 주변 산책로 계곡 급경사 농 수로 위험 지역 가지 말다 하천 범람 주의 하다 행정안전부,30
낮 폭염 밤 열대야 이다 장시간 야외 활동 작업 자제 폭염 방안 전수 칙물 그늘 휴식 준수 하다 밤낮 건강 관리 유의 바라다 군위군,9
